user_id,age,gender,annual_income,device_mobile,traffic_source,product_category,current_session_duration_sec,time_spent_deviation,pages_viewed,basket_icon_click,cart_items_count_this_session,cart_total_value,scrolled_to_reviews,checked_delivery_pdp,saw_checkout,sign_in,is_returning_user,lifetime_purchases_count,customer_conversion_rate,days_since_last_discount,previous_review_sentiment,social_channels_followed_count,should_receive_discount
usr_0866,34,0,30462.87,0,2,1,307.3,156.7,5,1,2,64.23,0,0,0,1,0,0,0.005,999,1,1,1
usr_0867,43,1,58414.71,1,1,2,330.3,133.8,5,1,1,36.72,0,0,0,1,1,0,0.005,999,2,0,1
usr_0868,53,1,43084.32,1,1,2,144.5,-3.6,3,0,0,4.98,0,0,0,1,0,0,0.005,999,1,1,1
usr_0869,18,0,62665.97,1,4,1,213.9,18.1,4,1,3,132.37,1,0,1,0,0,0,0.005,999,1,1,0
usr_0870,25,0,55344.66,0,4,0,231.1,46.8,5,1,2,61.92,1,1,1,1,1,2,0.222,30,1,2,0
usr_0871,52,0,43453.24,1,2,0,183.0,8.6,3,0,0,5.17,0,0,0,1,1,2,0.143,60,2,0,1
usr_0872,32,1,63781.7,1,1,0,238.5,7.9,5,1,2,51.13,0,0,1,0,0,0,0.005,999,1,0,1
usr_0873,64,1,87478.27,0,1,3,211.1,54.9,4,0,0,3.99,0,1,0,0,0,0,0.005,999,1,2,1
usr_0874,39,1,51563.73,1,2,0,38.9,-156.3,1,1,1,42.94,0,1,0,0,0,0,0.005,999,1,0,1
usr_0875,31,0,67955.64,1,4,0,235.9,128.0,6,1,1,31.68,1,1,0,1,1,1,0.042,5,2,1,0
usr_0876,43,0,31721.09,1,1,2,211.6,27.6,4,1,1,33.28,0,0,1,1,0,0,0.005,999,1,0,1
usr_0877,45,1,37784.15,1,3,0,353.3,183.6,7,1,3,71.2,0,1,1,1,1,2,0.118,30,2,1,1
usr_0878,40,1,63503.31,0,1,1,164.9,32.2,3,1,1,35.38,1,0,0,0,0,0,0.005,999,1,4,1
usr_0879,31,1,81714.09,1,4,0,261.2,65.3,6,0,0,3.19,1,0,0,1,1,3,0.167,30,2,3,0
usr_0880,41,0,61401.04,0,2,3,173.4,23.0,5,1,3,113.35,0,0,1,1,1,5,0.455,90,2,0,1
usr_0881,19,1,49364.96,1,3,3,169.7,-79.6,4,1,3,66.93,1,0,0,1,1,3,0.188,5,2,1,0
usr_0882,62,0,54987.25,1,2,3,255.9,173.3,6,1,2,80.0,0,0,1,0,0,0,0.005,999,1,4,1
usr_0883,43,0,32492.66,1,3,1,227.0,37.1,5,1,1,24.02,0,1,1,1,1,5,0.167,12,1,3,0
usr_0884,31,1,65881.28,0,1,2,40.9,-140.8,1,0,0,3.6,0,0,0,1,1,1,0.042,30,2,0,1
usr_0885,24,1,70882.0,1,1,0,307.0,138.2,8,1,2,38.11,0,1,0,0,0,0,0.005,999,1,3,1
usr_0886,20,1,46862.37,1,4,0,90.4,-68.4,2,0,0,6.5,1,0,0,0,0,0,0.005,999,1,0,1
usr_0887,64,0,46539.24,1,4,0,78.0,-104.7,5,0,0,3.68,0,0,0,1,1,4,0.235,90,1,1,1
usr_0888,40,0,59785.81,1,4,1,162.5,-60.0,3,1,1,28.41,0,0,1,1,1,1,0.036,90,1,0,1
usr_0889,63,1,47139.04,1,3,1,180.4,67.3,4,0,0,4.9,0,1,0,1,0,0,0.005,999,1,4,1
usr_0890,60,1,53809.61,1,4,1,185.2,37.4,4,0,0,6.25,0,1,0,0,0,0,0.005,999,1,2,0
usr_0891,64,0,92794.99,1,1,0,249.2,111.2,7,1,1,38.34,1,1,1,1,1,3,0.188,60,1,0,1
usr_0892,62,0,50553.54,0,2,1,247.7,111.6,5,0,0,5.25,0,1,0,0,0,0,0.005,999,1,2,1
usr_0893,35,0,48549.88,0,2,2,132.6,-61.1,4,0,0,4.55,0,1,0,1,1,7,0.241,12,1,0,0
usr_0894,55,1,43344.25,1,3,1,172.0,-31.6,5,1,0,5.14,1,1,0,1,1,4,0.222,30,1,0,1
usr_0895,52,0,68395.46,1,2,2,392.8,170.2,8,0,0,5.93,0,1,0,1,1,2,0.087,180,1,1,0
usr_0896,32,0,51737.96,1,1,0,322.5,118.3,7,1,2,49.91,0,0,0,0,0,0,0.005,999,1,2,1
usr_0897,42,0,43311.29,1,3,3,160.5,-46.9,6,1,2,63.0,0,0,1,1,1,3,0.143,5,2,0,1
usr_0898,54,0,78783.47,0,4,1,307.1,183.6,5,1,1,33.84,0,0,1,1,1,2,0.2,180,0,1,1
usr_0899,45,0,80552.85,1,2,0,105.2,-134.1,3,1,1,35.02,0,0,1,1,1,5,0.263,60,2,1,1
usr_0900,27,1,44192.38,0,1,0,127.7,-43.9,3,0,0,3.34,0,0,0,1,1,3,0.097,5,2,2,0
usr_0901,56,0,21402.28,0,1,2,378.3,157.0,6,1,0,5.15,1,0,0,1,1,5,0.161,5,2,0,0
usr_0902,34,1,73135.25,1,1,3,58.3,-66.7,3,1,1,28.04,1,0,1,1,0,0,0.005,999,1,0,0
usr_0903,56,0,42676.66,0,1,1,90.6,-79.7,4,1,1,22.53,1,0,1,0,0,0,0.005,999,1,1,0
usr_0904,39,1,69231.26,1,3,0,193.7,-24.0,4,1,2,96.88,1,1,0,1,1,3,0.188,180,2,1,1
usr_0905,43,1,19538.13,0,3,3,53.5,-127.6,4,1,1,32.47,0,0,1,0,0,0,0.005,999,1,2,0
usr_0906,61,1,71066.75,1,3,2,43.5,-106.3,2,1,1,37.93,1,0,0,1,1,4,0.167,12,0,4,1
usr_0907,42,1,33198.91,1,2,1,391.2,158.8,7,0,0,3.84,0,1,0,1,1,3,0.103,90,0,0,1
usr_0908,34,0,68153.75,0,4,1,82.7,-50.4,2,1,2,68.97,0,0,1,0,0,0,0.005,999,1,2,1
usr_0909,30,0,55256.92,1,1,0,277.9,98.7,4,1,1,28.67,0,0,1,1,1,3,0.13,60,2,0,1
usr_0910,37,1,37829.09,1,2,2,95.2,-110.4,3,1,2,55.3,0,0,0,1,1,2,0.118,180,2,0,1
usr_0911,42,1,47673.35,1,4,1,121.0,-142.8,3,1,1,15.84,1,0,0,1,1,3,0.107,5,1,1,0
usr_0912,21,1,67353.73,0,1,3,337.9,176.2,7,1,2,66.28,0,0,1,1,1,2,0.095,5,1,2,0
usr_0913,27,1,56906.1,1,1,1,240.8,71.9,5,1,3,103.21,0,0,1,1,1,3,0.115,60,2,3,1
usr_0914,20,1,65519.43,1,4,1,49.4,-112.8,1,1,3,94.85,0,0,1,1,1,4,0.364,180,1,2,1
usr_0915,58,1,90575.93,1,2,1,173.6,-15.9,5,1,1,33.15,0,1,1,0,0,0,0.005,999,1,0,1
usr_0916,62,0,26843.65,1,3,3,183.6,-19.9,4,1,1,22.35,0,0,0,0,0,0,0.005,999,1,2,1
usr_0917,35,1,84109.83,1,1,3,238.6,14.9,4,1,1,29.65,0,1,0,1,0,0,0.005,999,1,3,1
usr_0918,64,1,56878.41,1,3,1,307.4,97.2,6,1,3,80.4,0,0,0,1,1,1,0.1,90,1,1,1
usr_0919,53,0,38821.89,1,2,2,109.7,-50.4,3,1,1,37.32,1,0,0,0,0,0,0.005,999,1,4,1
usr_0920,64,1,31054.35,1,1,1,153.0,-59.5,5,0,0,5.71,0,1,0,1,0,0,0.005,999,1,0,1
usr_0921,39,0,51595.83,1,3,1,329.4,145.7,10,1,1,26.88,0,0,0,0,0,0,0.005,999,1,3,0
usr_0922,51,1,71589.7,1,1,0,61.9,-147.9,2,1,0,3.87,1,1,0,1,1,4,0.19,30,2,1,1
usr_0923,64,0,52704.12,1,2,1,179.6,-32.5,4,1,1,23.68,1,0,1,0,0,0,0.005,999,1,2,1
usr_0924,25,1,82200.79,1,1,0,410.6,165.4,8,1,1,29.37,0,1,1,1,1,3,0.125,5,2,2,0
usr_0925,57,1,28878.84,0,1,3,129.9,-35.9,3,1,1,36.66,0,0,1,1,1,3,0.111,30,2,1,1
usr_0926,61,0,54782.4,1,1,0,497.6,339.4,8,0,0,4.04,1,0,0,1,1,1,0.059,90,2,4,0
usr_0927,36,1,32456.92,1,1,3,441.6,243.7,7,1,3,94.53,0,1,0,1,1,2,0.077,30,1,0,1
usr_0928,59,1,61545.37,1,4,1,231.0,3.7,5,1,2,52.0,0,1,1,1,1,2,0.065,5,2,0,1
usr_0929,58,1,70963.97,1,1,2,109.3,-73.0,2,1,2,42.69,0,0,0,1,1,0,0.005,999,2,3,1
usr_0930,54,0,47426.29,1,2,1,41.7,-188.2,1,1,1,46.92,1,1,1,1,1,3,0.214,180,0,0,1
usr_0931,23,0,18000.0,1,1,0,333.5,125.9,9,1,2,84.06,1,0,1,0,0,0,0.005,999,1,1,1
usr_0932,43,0,58581.07,0,2,1,233.6,61.6,4,1,1,27.22,1,0,1,1,1,3,0.13,12,1,2,0
usr_0933,51,1,62861.29,1,4,0,111.6,-90.9,3,0,0,3.59,0,0,0,1,1,3,0.214,90,0,2,1
usr_0934,62,1,62277.31,1,1,2,417.4,254.8,7,0,0,3.87,0,1,0,1,1,1,0.143,180,2,4,1
usr_0935,23,1,77244.08,1,4,1,279.3,89.8,5,1,1,19.26,0,1,1,1,1,3,0.158,60,1,2,1
usr_0936,54,1,35721.03,0,1,2,61.5,-75.6,1,1,0,5.01,1,0,0,1,1,4,0.211,180,2,3,1
usr_0937,50,1,67243.89,1,3,0,142.1,-35.2,5,1,4,126.93,1,0,1,1,1,2,0.143,90,2,4,1
usr_0938,39,1,76465.14,0,2,0,85.0,-135.0,2,0,0,5.3,0,1,0,1,1,2,0.286,90,1,1,1
usr_0939,38,0,22985.42,0,4,1,251.2,40.5,5,1,1,34.65,1,0,1,0,0,0,0.005,999,1,1,1
usr_0940,23,1,60753.73,0,3,3,209.7,4.9,7,1,1,37.43,0,0,0,1,1,1,0.077,30,1,2,1
usr_0941,23,0,45924.76,0,2,2,125.7,-65.8,3,1,1,34.22,0,0,0,0,0,0,0.005,999,1,0,1
usr_0942,21,1,53532.59,1,1,1,453.7,267.3,9,1,1,23.35,1,0,1,0,0,0,0.005,999,1,0,1
usr_0943,47,1,61258.18,1,1,1,145.2,15.9,4,0,0,4.91,0,0,0,1,1,0,0.005,999,2,2,1
usr_0944,28,1,46229.89,1,4,0,102.0,-69.8,3,1,2,74.17,0,0,1,0,0,0,0.005,999,1,4,1
usr_0945,47,0,42837.25,1,2,3,159.6,-27.7,8,1,1,28.58,0,1,0,1,1,3,0.2,180,2,1,1
usr_0946,48,0,55614.74,0,2,2,83.2,-51.8,2,1,1,17.23,1,1,1,1,1,3,0.107,180,2,0,1
usr_0947,41,0,35429.57,1,3,0,357.4,247.5,7,1,2,82.95,1,0,1,1,1,3,0.188,90,1,1,1
usr_0948,26,0,35455.15,1,2,1,219.2,-6.0,7,1,3,98.12,1,0,1,0,0,0,0.005,999,1,1,1
usr_0949,20,0,67228.72,1,4,0,133.1,-48.9,3,1,2,19.63,1,0,0,0,0,0,0.005,999,1,1,1
usr_0950,48,1,34321.71,1,3,3,199.0,10.6,5,1,1,48.56,0,0,0,1,0,0,0.005,999,1,2,1
usr_0951,57,1,66993.63,1,3,0,204.5,2.3,6,1,1,28.17,0,1,1,0,0,0,0.005,999,1,0,1
usr_0952,54,0,63326.64,0,4,2,312.8,172.1,6,1,1,51.51,1,1,0,1,1,2,0.25,90,2,1,1
usr_0953,53,0,23935.48,1,1,0,131.9,-32.0,2,1,2,70.04,1,1,0,1,1,3,0.115,90,2,3,1
usr_0954,41,0,42803.84,0,1,2,376.9,136.7,7,1,3,91.14,1,1,1,1,0,0,0.005,999,1,2,1
usr_0955,48,1,76493.97,1,2,2,139.1,-21.4,4,0,0,4.86,1,0,0,1,1,1,0.05,60,1,0,1
usr_0956,23,1,37339.02,1,1,2,459.9,290.5,7,1,1,26.33,1,0,0,0,0,0,0.005,999,1,1,1
usr_0957,19,1,46640.72,1,3,2,220.6,67.4,4,1,2,64.98,0,1,0,1,1,5,0.152,30,1,0,1
usr_0958,37,1,63317.1,0,4,3,116.0,-34.4,3,1,1,48.08,0,1,0,0,0,0,0.005,999,1,4,1
usr_0959,45,1,69101.03,1,2,0,288.8,64.6,9,1,1,24.81,1,0,1,1,1,1,0.167,30,0,0,0
usr_0960,28,1,50472.3,0,2,0,66.0,-14.9,1,1,1,36.27,1,0,0,1,1,1,0.053,5,1,4,0
usr_0961,21,0,44244.82,1,4,0,138.8,-22.9,3,1,1,26.24,1,1,1,0,0,0,0.005,999,1,3,1
usr_0962,32,1,80602.66,0,2,3,191.2,2.2,6,1,4,122.62,0,0,0,0,0,0,0.005,999,1,1,1
usr_0963,23,0,86300.19,0,2,1,280.1,32.2,7,1,1,47.81,0,1,0,1,0,0,0.005,999,1,1,0
usr_0964,47,1,72619.44,1,2,2,188.1,53.5,5,0,0,5.76,1,1,0,1,0,0,0.005,999,1,3,1
usr_0965,55,0,56535.73,1,4,2,163.1,35.3,5,1,0,3.87,1,0,0,0,0,0,0.005,999,1,0,1
usr_0966,19,1,40451.22,0,3,0,221.2,75.6,4,0,0,3.45,1,1,0,1,1,5,0.385,60,1,0,0
usr_0967,32,1,40052.0,0,3,0,407.5,199.4,8,1,1,53.56,0,1,1,1,1,3,0.107,5,1,0,1
usr_0968,28,1,64405.25,1,4,0,112.6,-72.4,2,1,1,24.4,1,1,0,1,1,1,0.167,30,1,1,0
usr_0969,25,1,62531.17,1,2,1,262.0,139.7,5,0,0,6.22,1,0,0,1,1,2,0.1,30,1,1,1
usr_0970,43,0,80228.77,1,2,0,186.5,2.5,6,1,2,90.98,1,0,0,0,0,0,0.005,999,1,4,1
usr_0971,62,0,66708.1,0,4,0,78.0,-164.1,2,1,2,57.89,0,0,0,1,1,4,0.143,60,2,0,1
usr_0972,61,0,27944.55,1,2,3,185.0,-5.6,3,1,1,35.28,0,0,0,1,1,4,0.121,180,2,3,1
usr_0973,22,0,73935.06,0,3,3,219.0,32.4,5,1,1,45.73,1,0,1,1,1,3,0.188,180,2,0,1
usr_0974,23,1,37034.91,0,4,0,146.6,-42.4,6,1,4,141.55,0,0,0,1,0,0,0.005,999,1,1,1
usr_0975,43,0,48088.52,1,3,0,140.3,-56.3,3,1,1,49.85,0,1,1,1,1,1,0.045,180,1,0,1
usr_0976,21,1,59503.6,1,3,0,60.4,-68.9,1,1,2,66.18,0,0,1,0,0,0,0.005,999,1,4,1
usr_0977,36,1,90922.01,0,4,2,151.4,-19.3,3,1,1,26.33,1,0,0,1,1,5,0.172,5,1,0,1
usr_0978,37,1,110978.53,0,4,3,98.7,-74.1,3,1,2,26.34,0,0,1,1,0,0,0.005,999,1,2,1
usr_0979,50,0,65921.02,0,2,0,137.8,-22.9,2,1,2,68.81,0,1,1,0,0,0,0.005,999,1,0,1
usr_0980,37,1,51702.46,1,1,0,56.5,-150.9,2,1,2,28.22,1,1,1,1,1,3,0.12,90,0,3,1
usr_0981,29,1,64621.1,1,2,2,384.5,229.9,9,1,3,103.79,1,0,1,0,0,0,0.005,999,1,1,1
usr_0982,64,1,70977.8,0,3,2,134.2,-31.4,2,1,3,131.03,0,1,1,1,1,1,0.038,180,2,0,1
usr_0983,18,1,49227.98,0,2,0,248.0,118.4,5,1,1,31.86,0,0,0,1,1,3,0.214,60,0,2,1
usr_0984,43,1,87313.8,1,3,2,262.7,67.6,5,0,0,4.48,1,0,0,1,1,5,0.263,5,1,0,0
usr_0985,31,0,59141.27,1,2,0,121.9,-95.8,4,1,1,39.33,0,1,1,1,1,1,0.071,180,1,1,0
usr_0986,55,1,63959.38,1,3,1,277.5,111.9,6,1,2,74.71,1,1,1,1,1,3,0.15,60,2,0,1
usr_0987,54,0,66986.64,0,1,2,131.2,-81.1,3,1,2,82.57,0,0,1,1,1,2,0.083,60,0,2,1
usr_0988,28,0,62588.56,0,3,3,118.3,-55.8,4,1,0,4.24,1,1,0,1,1,5,0.238,30,1,1,1
usr_0989,53,0,70100.93,1,2,1,365.2,286.3,7,0,0,5.0,1,1,0,0,0,0,0.005,999,1,0,1
usr_0990,30,0,43889.44,1,1,3,253.8,75.9,8,1,2,82.82,1,0,1,0,0,0,0.005,999,1,2,1
usr_0991,60,0,44950.57,0,1,1,170.4,-2.6,5,1,1,30.09,0,0,0,1,1,6,0.214,12,1,0,0
usr_0992,20,0,35197.22,1,3,2,283.6,99.5,6,1,1,24.97,1,0,1,1,1,2,0.182,180,2,1,0
usr_0993,50,1,62911.02,0,2,1,127.3,-62.8,3,1,2,69.37,0,0,0,1,0,0,0.005,999,1,2,0
usr_0994,23,1,69020.86,1,1,3,222.7,70.1,5,1,1,33.49,1,0,1,1,1,4,0.174,30,1,4,0
usr_0995,27,1,63239.91,0,4,3,162.7,-76.2,4,1,0,6.19,0,1,0,1,1,1,0.125,180,1,0,0
usr_0996,22,0,85140.86,0,3,0,354.2,176.8,6,0,0,3.56,1,0,0,0,0,0,0.005,999,1,2,1
usr_0997,40,0,54899.27,1,4,3,99.2,-72.8,3,0,0,3.36,0,1,0,1,1,3,0.231,5,2,1,0
usr_0998,27,1,67037.35,1,2,3,150.2,-59.6,4,1,1,25.2,1,0,1,1,1,3,0.231,5,2,1,0
usr_0999,61,0,35349.38,1,2,2,378.7,198.0,8,1,1,32.92,0,0,0,1,1,3,0.111,90,0,1,1
usr_1000,19,0,48032.21,1,4,0,40.6,-242.0,1,1,1,34.99,0,0,1,1,1,4,0.444,12,2,0,0
